ff,00,00
ff,ff,ff
e1,00,ff
ff,ff,ff
ff,00,00
ff,ff,ff
e1,00,ff
ff,ff,ff
ff,00,00
ff,ff,ff
ee,00,ff
ff,ff,ff
ff,00,00
ff,ff,ff
d4,00,ff
ff,ff,ff
