5b,83,4a
ff,ff,ff
f3,f2,e7
ff,ff,ff
5c,4b,3e
ff,ff,ff
1a,3e,73
ff,ff,ff
44,a6,4a
ff,ff,ff
b8,c4,c9
ff,ff,ff
fd,eb,95
ff,ff,ff
a2,d2,ff
ff,ff,ff
