00,33,ff
ff,ff,ff
00,00,00
00,cc,ff
ff,ff,ff
00,00,00
42,f2,ff
ff,ff,ff
00,55,ff
ff,ff,ff
00,00,00
11,ff,00
ff,ff,ff
00,00,00
a3,ff,ae
ff,ff,ff
