5b,83,4a
0,0,0
f3,f2,e7
0,0,0
5c,4b,3e
0,0,0
1a,3e,73
0,0,0
44,a6,4a
0,0,0
b8,c4,c9
0,0,0
fd,eb,95
0,0,0
a2,d2,ff
0,0,0
