00,e6,8e
bf,bf,bf
00,e9,fa
ff,ff,ff
d0,eb,05
00,00,00
ff,14,c0
00,00,00
c0,14,ff
ff,ff,ff
ff,1a,1a
ff,ff,ff
f9,24,c1
00,00,00
fe,2a,2a
00,00,00
