00,ff,bf
00,00,00
00,00,00
ff,ff,ff
ff,ff,ff
00,00,00
00,00,00
ee,00,ff
ff,88,00
00,00,00
00,00,00
ff,ff,ff
ff,ff,ff
00,00,00
00,00,00
ff,52,52
