04,00,ff
ff,ff,ff
bb,00,ff
ff,ff,ff
00,2a,ff
ff,ff,ff
e1,00,ff
ff,ff,ff
00,33,ff
ff,ff,ff
c8,00,ff
ff,ff,ff
00,2a,ff
ff,ff,ff
c8,00,ff
ff,ff,ff
