ff,f7,00
ff,00,00
00,00,00
00,00,00
ff,ff,ff
00,00,00
ff,ff,ff
00,00,00
d4,00,ff
ff,00,00
00,00,00
ff,ff,ff
00,00,00
ff,ff,ff
00,00,00
ff,ff,ff
